Version,TestID,TestName,Result,Status,ST,MC,BC,HD,ED,CMC,TM,IBC
3,C_23_M_2,org.jfree.data.junit.DefaultKeyedValuesTests::testSerialization,0,Modified,18,12,0.666666667,0.013710543,18475,0,0,0.666666667
3,C_24_M_1,org.jfree.data.time.junit.TimeSeriesTests::testSerialization,0,Modified,20,48,0.729166667,0.015514441,19412,0.041666667,0,0.729166667
3,C_24_M_2,org.jfree.data.time.junit.TimeSeriesTests::testCreateCopy3,1,New,13,42,0.80952381,0.016784601,19232,0.047619048,0,0.80952381
3,C_3_M_1,org.jfree.chart.axis.junit.LogAxisTests::testAutoRange1,0,Modified,10,296,0.800675676,0.139631638,32031,0.074324324,0,0.800675676
3,C_3_M_2,org.jfree.chart.axis.junit.LogAxisTests::testAutoRange3,0,Modified,16,284,0.813380282,0.140609772,31287,0.077464789,0,0.813380282
3,C_3_M_3,org.jfree.chart.axis.junit.LogAxisTests::testXYAutoRange1,0,Modified,13,314,0.856687898,0.154573459,33147,0.047770701,1,0.856687898
3,C_3_M_4,org.jfree.chart.axis.junit.LogAxisTests::testXYAutoRange2,0,Modified,13,314,0.856687898,0.154573459,33147,0.047770701,1,0.856687898
3,C_4_M_1,org.jfree.chart.axis.junit.AxisTests::testEquals,0,Modified,101,56,0.607142857,0.033624278,19657,0,0,0.607142857
3,C_6_M_11,org.jfree.chart.junit.ChartPanelTests::testSetMouseWheelEnabled,0,Modified,10,258,0.868217054,0.140704092,29695,0.03875969,0,0.868217054
3,C_7_M_1,org.jfree.chart.junit.JFreeChartTests::testGetSubtitle,0,Modified,26,164,0.853658537,0.092607171,24135,0.097560976,0,0.853658537
3,C_7_M_2,org.jfree.chart.junit.JFreeChartTests::testSerialization1,0,Modified,21,244,0.823770492,0.079383127,28852,0.081967213,0,0.823770492
3,C_7_M_3,org.jfree.chart.junit.JFreeChartTests::testSerialization2,0,Modified,19,247,0.817813765,0.078838589,29032,0.085020243,0,0.817813765
3,C_7_M_4,org.jfree.chart.junit.JFreeChartTests::testSerialization3,0,Modified,51,470,0.870212766,0.115877722,42968,0.072340426,0,0.870212766
3,C_7_M_5,org.jfree.chart.junit.JFreeChartTests::testSerialization4,0,Modified,22,530,0.854716981,0.106103456,47017,0.056603774,1,0.854716981
3,C_7_M_6,org.jfree.chart.junit.JFreeChartTests::testAddSubtitle,0,Modified,30,169,0.840236686,0.091317903,24415,0.094674556,0,0.840236686
3,C_7_M_7,org.jfree.chart.junit.JFreeChartTests::testGetSubtitles,0,Modified,7,166,0.843373494,0.092043687,24247,0.096385542,0,0.843373494
3,C_7_M_8,org.jfree.chart.junit.JFreeChartTests::testLegendEvents,0,Modified,8,168,0.845238095,0.091658775,24359,0.095238095,0,0.845238095
3,C_7_M_9,org.jfree.chart.junit.JFreeChartTests::testTitleChangeEvent,0,Modified,19,171,0.83625731,0.090856973,24527,0.093567251,0,0.83625731
4,C_1_M_1,org.jfree.chart.annotations.junit.XYLineAnnotationTests::testSerialization,0,Modified,16,16,0.4375,0.001781831,15123,0,0,0.4375
4,C_10_M_14,org.jfree.chart.axis.junit.DateAxisTests::testBug2201869,0,New,32,107,0.719626168,0.031725078,18060,0.158878505,0,0.719626168
4,C_11_M_1,org.jfree.chart.block.junit.GridArrangementTests::testNF,0,New,6,46,0.739130435,0.030367795,15935,0.065217391,0,0.739130435
4,C_11_M_10,org.jfree.chart.block.junit.GridArrangementTests::testGridNotFull_FF,0,New,7,30,0.766666667,0.022305532,15470,0.066666667,0,0.766666667
4,C_11_M_11,org.jfree.chart.block.junit.GridArrangementTests::testGridNotFull_FN,0,New,7,46,0.760869565,0.031499618,15935,0.065217391,0,0.760869565
4,C_11_M_12,org.jfree.chart.block.junit.GridArrangementTests::testGridNotFull_FR,0,New,7,52,0.730769231,0.033815048,16115,0.057692308,0,0.730769231
4,C_11_M_13,org.jfree.chart.block.junit.GridArrangementTests::testGridNotFull_NN,0,New,7,45,0.8,0.03196975,15905,0.066666667,0,0.8
4,C_11_M_2,org.jfree.chart.block.junit.GridArrangementTests::testRF,0,New,6,53,0.698113208,0.032544315,16145,0.075471698,0,0.698113208
4,C_11_M_3,org.jfree.chart.block.junit.GridArrangementTests::testRR,0,New,6,53,0.754716981,0.035061106,16145,0.075471698,0,0.754716981
4,C_11_M_4,org.jfree.chart.block.junit.GridArrangementTests::testRN,0,New,6,57,0.701754386,0.03459647,16273,0.087719298,0,0.701754386
4,C_11_M_5,org.jfree.chart.block.junit.GridArrangementTests::testNR,0,New,6,57,0.701754386,0.03459647,16273,0.087719298,0,0.701754386
4,C_11_M_6,org.jfree.chart.block.junit.GridArrangementTests::testNullBlock_FF,0,New,6,26,0.730769231,0.021084578,15365,0.076923077,0,0.730769231
4,C_11_M_7,org.jfree.chart.block.junit.GridArrangementTests::testNullBlock_FN,0,New,6,28,0.642857143,0.020563352,15417,0.107142857,0,0.642857143
4,C_11_M_8,org.jfree.chart.block.junit.GridArrangementTests::testNullBlock_FR,0,New,6,35,0.6,0.023006667,15612,0.085714286,0,0.6
4,C_11_M_9,org.jfree.chart.block.junit.GridArrangementTests::testNullBlock_NN,0,New,6,27,0.703703704,0.020954255,15391,0.111111111,0,0.703703704
4,C_12_M_1,org.jfree.chart.block.junit.LabelBlockTests::testEquals,0,Modified,33,32,0.75,0.01997278,15525,0.09375,0,0.75
4,C_13_M_1,org.jfree.chart.entity.junit.XYItemEntityTests::testCloning,0,Modified,11,21,0.333333333,0.021350402,15241,0.047619048,0,0.333333333
4,C_13_M_2,org.jfree.chart.entity.junit.XYItemEntityTests::testSerialization,0,Modified,15,24,0.375,0.020688979,15314,0.041666667,0,0.375
4,C_14_M_1,org.jfree.chart.entity.junit.TickLabelEntityTests::testCloning,0,Modified,11,8,0.125,0.001531402,15044,0,0,0.125
4,C_14_M_2,org.jfree.chart.entity.junit.TickLabelEntityTests::testSerialization,0,Modified,15,11,0.272727273,0.002441684,15053,0,0,0.272727273
4,C_15_M_1,org.jfree.chart.imagemap.junit.ImageMapUtilitiesTests::testHTMLEscape,0,New,10,4,0,0,15035,0,0,0
4,C_15_M_2,org.jfree.chart.imagemap.junit.ImageMapUtilitiesTests::testJavascriptEscape,0,New,6,4,0,0,15035,0.25,0,0
4,C_16_M_1,org.jfree.chart.imagemap.junit.OverLIBToolTipTagFragmentGeneratorTests::testGenerateURLFragment,0,New,4,6,0,0,15038,0.333333333,0,0
4,C_17_M_1,org.jfree.chart.imagemap.junit.DynamicDriveToolTipTagFragmentGeneratorTests::testGenerateURLFragment,0,New,4,6,0,0,15038,0.333333333,0,0
4,C_18_M_1,org.jfree.chart.junit.AreaChartTests::testSetSeriesToolTipGenerator,0,Modified,7,282,0.762411348,0.14107862,24959,0.078014184,0,0.762411348
4,C_18_M_2,org.jfree.chart.junit.AreaChartTests::testSetSeriesURLGenerator,0,Modified,7,281,0.765124555,0.141352806,24919,0.078291815,0,0.765124555
4,C_19_M_1,org.jfree.chart.junit.ChartPanelTests::test2502355_zoom,0,New,8,264,0.518939394,0.090729098,24239,0.147727273,0,0.518939394
4,C_19_M_10,org.jfree.chart.junit.ChartPanelTests::test2502355_restoreAutoRangeBounds,0,New,10,262,0.519083969,0.090395149,24159,0.148854962,0,0.519083969
4,C_19_M_2,org.jfree.chart.junit.ChartPanelTests::test2502355_zoomInBoth,0,New,8,263,0.517110266,0.090217753,24199,0.155893536,0,0.517110266
4,C_19_M_3,org.jfree.chart.junit.ChartPanelTests::test2502355_zoomOutBoth,0,New,8,263,0.517110266,0.090217753,24199,0.155893536,0,0.517110266
4,C_19_M_4,org.jfree.chart.junit.ChartPanelTests::test2502355_restoreAutoBounds,0,New,8,264,0.515151515,0.090041172,24239,0.15530303,0,0.515151515
4,C_19_M_5,org.jfree.chart.junit.ChartPanelTests::test2502355_zoomInDomain,0,New,10,262,0.519083969,0.090395149,24159,0.148854962,0,0.519083969
4,C_19_M_6,org.jfree.chart.junit.ChartPanelTests::test2502355_zoomInRange,0,New,10,262,0.519083969,0.090395149,24159,0.148854962,0,0.519083969
4,C_19_M_7,org.jfree.chart.junit.ChartPanelTests::test2502355_zoomOutDomain,0,New,10,262,0.519083969,0.090395149,24159,0.148854962,0,0.519083969
4,C_19_M_8,org.jfree.chart.junit.ChartPanelTests::test2502355_zoomOutRange,0,New,10,262,0.519083969,0.090395149,24159,0.148854962,0,0.519083969
4,C_19_M_9,org.jfree.chart.junit.ChartPanelTests::test2502355_restoreAutoDomainBounds,0,New,10,262,0.519083969,0.090395149,24159,0.148854962,0,0.519083969
4,C_2_M_1,org.jfree.chart.annotations.junit.XYTitleAnnotationTests::testEquals,0,New,18,25,0.6,0.018562789,15339,0.16,0,0.6
4,C_2_M_2,org.jfree.chart.annotations.junit.XYTitleAnnotationTests::testHashCode,0,New,8,34,0.441176471,0.017564244,15583,0.147058824,0,0.441176471
4,C_2_M_3,org.jfree.chart.annotations.junit.XYTitleAnnotationTests::testCloning,0,New,12,25,0.56,0.018535058,15339,0.2,0,0.56
4,C_2_M_4,org.jfree.chart.annotations.junit.XYTitleAnnotationTests::testSerialization,0,New,16,55,0.763636364,0.017674711,16207,0.127272727,0,0.763636364
4,C_2_M_5,org.jfree.chart.annotations.junit.XYTitleAnnotationTests::testDrawWithNullInfo,0,New,26,660,0.665151515,0.192946883,43560,0.104545455,0,0.665151515
4,C_20_M_1,org.jfree.chart.junit.XYStepChartTests::testSetSeriesToolTipGenerator,1,Modified,7,177,0.564971751,0.069338203,20790,0.192090395,0,0.564971751
4,C_3_M_1,org.jfree.chart.annotations.junit.CategoryTextAnnotationTests::testCloning,0,Modified,11,22,0.227272727,0.005143695,15265,0,0,0.227272727
4,C_37_M_1,org.jfree.chart.plot.junit.XYPlotTests::testEquals,0,Modified,198,198,0.616161616,0.074145636,21609,0.101010101,0,0.616161616
4,C_37_M_2,org.jfree.chart.plot.junit.XYPlotTests::testCloning2,0,Modified,16,167,0.640718563,0.074601159,20400,0.155688623,0,0.640718563
4,C_37_M_3,org.jfree.chart.plot.junit.XYPlotTests::testCloning3,0,New,15,159,0.685534591,0.078327195,20088,0.150943396,0,0.685534591
4,C_37_M_4,org.jfree.chart.plot.junit.XYPlotTests::testGetDomainAxisForDataset,0,New,32,135,0.666666667,0.085298514,19152,0.192592593,0,0.666666667
4,C_37_M_5,org.jfree.chart.plot.junit.XYPlotTests::testGetRangeAxisForDataset,0,New,32,137,0.656934307,0.084713978,19230,0.197080292,0,0.656934307
4,C_38_M_1,org.jfree.chart.plot.junit.MultiplePiePlotTests::testEquals,0,Modified,29,190,0.668421053,0.071291742,21297,0.063157895,0,0.668421053
4,C_38_M_2,org.jfree.chart.plot.junit.MultiplePiePlotTests::testCloning,0,Modified,15,136,0.816176471,0.075543849,19191,0.066176471,0,0.816176471
4,C_38_M_3,org.jfree.chart.plot.junit.MultiplePiePlotTests::testGetLegendItems,0,New,22,154,0.87012987,0.097378231,19893,0.051948052,0,0.87012987
4,C_39_M_1,org.jfree.chart.plot.junit.FastScatterPlotTests::testEquals,0,Modified,43,82,0.731707317,0.050496651,17148,0.12195122,0,0.731707317
4,C_39_M_2,org.jfree.chart.plot.junit.FastScatterPlotTests::testEquals2,0,New,31,74,0.810810811,0.052223185,16860,0.108108108,0,0.810810811
4,C_41_M_1,org.jfree.chart.plot.junit.CategoryPlotTests::testEquals,0,Modified,222,260,0.684615385,0.095830515,24079,0.103846154,0,0.684615385
4,C_41_M_2,org.jfree.chart.plot.junit.CategoryPlotTests::testGetDomainAxisForDataset,0,New,25,147,0.87755102,0.122842604,19620,0.149659864,0,0.87755102
4,C_41_M_3,org.jfree.chart.plot.junit.CategoryPlotTests::testGetRangeAxisForDataset,0,New,25,136,0.911764706,0.123330224,19191,0.125,0,0.911764706
4,C_42_M_1,org.jfree.chart.renderer.category.junit.StackedBarRendererTests::testFindRangeBounds,0,New,15,71,0.873239437,0.052237308,16752,0.084507042,0,0.873239437
4,C_43_M_1,org.jfree.chart.renderer.category.junit.BarRendererTests::testFindRangeBounds,0,New,14,76,0.802631579,0.056184041,16932,0.131578947,0,0.802631579
4,C_44_M_1,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests::testFindRangeBounds,0,New,11,57,0.859649123,0.049855631,16273,0.087719298,0,0.859649123
4,C_45_M_1,org.jfree.chart.renderer.category.junit.GroupedStackedBarRendererTests::testFindRangeBounds,0,New,20,83,0.891566265,0.052953828,17184,0.072289157,0,0.891566265
4,C_48_M_1,org.jfree.chart.renderer.category.junit.WaterfallBarRendererTests::testFindRangeBounds,0,New,3,40,0.775,0.033672403,15757,0.15,0,0.775
4,C_49_M_1,org.jfree.chart.renderer.junit.RendererUtilitiesTests::testFindLiveItemsLowerBound_Unordered,0,New,23,18,0.277777778,0.020454161,15169,0.055555556,0,0.277777778
4,C_49_M_2,org.jfree.chart.renderer.junit.RendererUtilitiesTests::testFindLiveItemsUpperBound_Unordered,0,New,23,18,0.277777778,0.020454161,15169,0.055555556,0,0.277777778
4,C_5_M_3,org.jfree.chart.annotations.junit.XYTextAnnotationTests::testSerialization,0,Modified,16,20,0.5,0.004554353,15217,0.25,0,0.5
4,C_50_M_1,org.jfree.chart.renderer.junit.AbstractRendererTests::testEquals,0,Modified,146,127,0.440944882,0.034634095,18840,0.05511811,0,0.440944882
4,C_50_M_2,org.jfree.chart.renderer.junit.AbstractRendererTests::testCloning,0,Modified,96,97,0.474226804,0.035611461,17688,0.06185567,0,0.474226804
4,C_50_M_3,org.jfree.chart.renderer.junit.AbstractRendererTests::testCloning2,0,Modified,18,56,0.660714286,0.035590369,16240,0.089285714,0,0.660714286
4,C_51_M_1,org.jfree.chart.renderer.junit.GrayPaintScaleTests::testConstructor,0,Modified,5,9,0.444444444,0.005509642,15047,0.111111111,0,0.444444444
4,C_51_M_2,org.jfree.chart.renderer.junit.GrayPaintScaleTests::testEquals,0,Modified,20,7,0.571428571,0.006734007,15041,0.142857143,0,0.571428571
4,C_52_M_1,org.jfree.chart.renderer.xy.junit.XYErrorRendererTests::testEquals,0,Modified,24,50,0.64,0.03350839,16055,0.18,0,0.64
4,C_52_M_2,org.jfree.chart.renderer.xy.junit.XYErrorRendererTests::testCloning2,0,New,12,53,0.547169811,0.03156364,16145,0.188679245,0,0.547169811
4,C_52_M_3,org.jfree.chart.renderer.xy.junit.XYErrorRendererTests::testSerialization2,0,New,16,70,0.742857143,0.031350714,16716,0.157142857,0,0.742857143
4,C_53_M_1,org.jfree.chart.urls.junit.CustomCategoryURLGeneratorTests::testEquals,0,New,16,9,0,0,15047,0,0,0
4,C_53_M_2,org.jfree.chart.urls.junit.CustomCategoryURLGeneratorTests::testCloning,0,New,22,10,0,0,15050,0,0,0
4,C_53_M_3,org.jfree.chart.urls.junit.CustomCategoryURLGeneratorTests::testPublicCloneable,0,New,3,4,0,0,15035,0,0,0
4,C_53_M_4,org.jfree.chart.urls.junit.CustomCategoryURLGeneratorTests::testSerialization,0,New,25,9,0,0,15047,0,0,0
4,C_53_M_5,org.jfree.chart.urls.junit.CustomCategoryURLGeneratorTests::testAddURLSeries,0,New,14,8,0,0,15044,0,0,0
4,C_54_M_1,org.jfree.chart.urls.junit.StandardPieURLGeneratorTests::testPublicCloneable,0,New,3,5,0,0,15036,0,0,0
4,C_55_M_1,org.jfree.chart.util.junit.LineUtilitiesTests::testClipLine,0,New,41,5,0,0,15036,0.2,0,0
4,C_56_M_1,org.jfree.chart.util.junit.LogFormatTests::testEquals,0,Modified,20,7,0,0,15041,0.571428571,0,0
4,C_57_M_1,org.jfree.chart.util.junit.StrokeMapTests::testGetStroke,0,New,14,6,0,0,15038,0.333333333,0,0
4,C_57_M_2,org.jfree.chart.util.junit.StrokeMapTests::testPut,0,New,11,6,0,0,15038,0.333333333,0,0
4,C_57_M_3,org.jfree.chart.util.junit.StrokeMapTests::testEquals,0,New,19,8,0.125,0.001531402,15044,0.375,0,0.125
4,C_57_M_4,org.jfree.chart.util.junit.StrokeMapTests::testCloning,0,New,17,9,0.111111111,0.001478026,15047,0.444444444,0,0.111111111
4,C_57_M_5,org.jfree.chart.util.junit.StrokeMapTests::testSerialization1,0,New,15,7,0,0,15041,0.571428571,0,0
4,C_57_M_6,org.jfree.chart.util.junit.StrokeMapTests::testSerialization2,0,New,17,12,0.25,0.001454134,15058,0.416666667,0,0.25
4,C_58_M_1,org.jfree.chart.util.junit.PaintMapTests::testGetPaint,0,New,14,6,0,0,15038,0.333333333,0,0
4,C_58_M_2,org.jfree.chart.util.junit.PaintMapTests::testPut,0,New,11,6,0,0,15038,0.333333333,0,0
4,C_58_M_3,org.jfree.chart.util.junit.PaintMapTests::testEquals,0,New,19,8,0.125,3.36E-04,15044,0.375,0,0.125
4,C_58_M_4,org.jfree.chart.util.junit.PaintMapTests::testCloning,0,New,17,9,0.111111111,3.30E-04,15047,0.444444444,0,0.111111111
4,C_58_M_5,org.jfree.chart.util.junit.PaintMapTests::testSerialization1,0,New,15,7,0,0,15041,0.571428571,0,0
4,C_58_M_6,org.jfree.chart.util.junit.PaintMapTests::testSerialization2,0,New,17,13,0.307692308,4.79E-04,15069,0.384615385,0,0.307692308
4,C_58_M_7,org.jfree.chart.util.junit.PaintMapTests::testKeysOfDifferentClasses,0,New,5,6,0,0,15038,0.333333333,0,0
4,C_59_M_1,org.jfree.data.category.junit.SlidingCategoryDatasetTests::testEquals,0,New,22,35,0.657142857,0.029226646,15612,0,0,0.657142857
4,C_59_M_2,org.jfree.data.category.junit.SlidingCategoryDatasetTests::testCloning,0,New,19,41,0.585365854,0.02724756,15786,0,0,0.585365854
4,C_59_M_3,org.jfree.data.category.junit.SlidingCategoryDatasetTests::testSerialization,0,New,23,37,0.702702703,0.028572618,15670,0,0,0.702702703
4,C_59_M_4,org.jfree.data.category.junit.SlidingCategoryDatasetTests::testGetColumnCount,0,New,16,27,0.666666667,0.031299608,15391,0,0,0.666666667
4,C_59_M_5,org.jfree.data.category.junit.SlidingCategoryDatasetTests::testGetRowCount,0,New,8,25,0.72,0.032629347,15339,0,0,0.72
4,C_59_M_6,org.jfree.data.category.junit.SlidingCategoryDatasetTests::testGetColumnIndex,0,New,11,26,0.692307692,0.031945869,15365,0,0,0.692307692
4,C_59_M_7,org.jfree.data.category.junit.SlidingCategoryDatasetTests::testGetRowIndex,0,New,11,22,0.727272727,0.03398783,15265,0,0,0.727272727
4,C_59_M_8,org.jfree.data.category.junit.SlidingCategoryDatasetTests::testGetValue,0,New,23,33,0.666666667,0.030469442,15554,0,0,0.666666667
4,C_59_M_9,org.jfree.data.category.junit.SlidingCategoryDatasetTests::testGetColumnKeys,0,New,15,27,0.740740741,0.032057728,15391,0.037037037,0,0.740740741
4,C_6_M_1,org.jfree.chart.axis.junit.PeriodAxisTests::testEqualsWithLocale,0,New,9,30,0.566666667,0.015898591,15470,0.1,0,0.566666667
4,C_60_M_1,org.jfree.data.function.junit.LineFunction2DTests::testConstructor,0,New,4,6,0,0,15038,0.333333333,0,0
4,C_60_M_2,org.jfree.data.function.junit.LineFunction2DTests::testEquals,0,New,8,5,0,0,15036,0.2,0,0
4,C_60_M_3,org.jfree.data.function.junit.LineFunction2DTests::testSerialization,0,New,15,5,0,0,15036,0.2,0,0
4,C_60_M_4,org.jfree.data.function.junit.LineFunction2DTests::testHashCode,0,New,4,6,0,0,15038,0.166666667,0,0
4,C_61_M_1,org.jfree.data.function.junit.NormalDistributionFunction2DTests::testConstructor,0,New,4,6,0,0,15038,0.166666667,0,0
4,C_61_M_2,org.jfree.data.function.junit.NormalDistributionFunction2DTests::testEquals,0,New,8,5,0,0,15036,0.4,0,0
4,C_61_M_3,org.jfree.data.function.junit.NormalDistributionFunction2DTests::testSerialization,0,New,15,5,0,0,15036,0.4,0,0
4,C_61_M_4,org.jfree.data.function.junit.NormalDistributionFunction2DTests::testHashCode,0,New,4,6,0,0,15038,0.333333333,0,0
4,C_62_M_1,org.jfree.data.function.junit.PowerFunction2DTests::testConstructor,0,New,4,6,0,0,15038,0.333333333,0,0
4,C_62_M_2,org.jfree.data.function.junit.PowerFunction2DTests::testEquals,0,New,8,5,0,0,15036,0.2,0,0
4,C_62_M_3,org.jfree.data.function.junit.PowerFunction2DTests::testSerialization,0,New,15,5,0,0,15036,0.2,0,0
4,C_62_M_4,org.jfree.data.function.junit.PowerFunction2DTests::testHashCode,0,New,4,6,0,0,15038,0.166666667,0,0
4,C_63_M_1,org.jfree.data.function.junit.PolynomialFunction2DTests::testConstructor,0,New,10,5,0,0,15036,0.4,0,0
4,C_63_M_2,org.jfree.data.function.junit.PolynomialFunction2DTests::testGetCoefficients,0,New,6,5,0,0,15036,0.4,0,0
4,C_63_M_3,org.jfree.data.function.junit.PolynomialFunction2DTests::testGetOrder,0,New,3,5,0,0,15036,0.4,0,0
4,C_63_M_4,org.jfree.data.function.junit.PolynomialFunction2DTests::testEquals,0,New,8,5,0,0,15036,0.4,0,0
4,C_63_M_5,org.jfree.data.function.junit.PolynomialFunction2DTests::testSerialization,0,New,15,5,0,0,15036,0.4,0,0
4,C_63_M_6,org.jfree.data.function.junit.PolynomialFunction2DTests::testHashCode,0,New,4,6,0,0,15038,0.333333333,0,0
4,C_64_M_1,org.jfree.data.general.junit.DatasetUtilitiesTests::testIterateToFindRangeBounds1_XYDataset,0,New,22,19,0.421052632,0.023731095,15193,0.157894737,0,0.421052632
4,C_64_M_2,org.jfree.data.general.junit.DatasetUtilitiesTests::testIterateToFindRangeBounds2_XYDataset,0,New,38,61,0.360655738,0.018648244,16405,0.245901639,0,0.360655738
4,C_64_M_3,org.jfree.data.general.junit.DatasetUtilitiesTests::testIterateToFindRangeBounds_BoxAndWhiskerXYDataset,0,New,9,32,0.34375,0.01925809,15525,0.03125,0,0.34375
4,C_64_M_4,org.jfree.data.general.junit.DatasetUtilitiesTests::testIterateToFindRangeBounds_StatisticalCategoryDataset,0,New,8,37,0.864864865,0.039729626,15670,0.027027027,0,0.864864865
4,C_64_M_5,org.jfree.data.general.junit.DatasetUtilitiesTests::testIterateToFindRangeBounds_MultiValueCategoryDataset,0,New,16,30,0.7,0.043747925,15470,0.033333333,0,0.7
4,C_65_M_1,org.jfree.data.general.junit.DefaultHeatMapDatasetTests::testGeneral,0,New,16,20,0.3,0.017064925,15217,0.5,0,0.3
4,C_65_M_2,org.jfree.data.general.junit.DefaultHeatMapDatasetTests::testEquals,0,New,44,13,0.384615385,0.019677859,15069,0.384615385,0,0.384615385
4,C_65_M_3,org.jfree.data.general.junit.DefaultHeatMapDatasetTests::testCloning,0,New,19,16,0.375,0.01868685,15123,0.4375,0,0.375
4,C_65_M_4,org.jfree.data.general.junit.DefaultHeatMapDatasetTests::testSerialization,0,New,19,16,0.5,0.018234378,15123,0.3125,0,0.5
4,C_66_M_1,org.jfree.data.junit.RangeTests::testConstructor,0,New,9,6,0.5,0.004471769,15038,0,0,0.5
4,C_66_M_2,org.jfree.data.junit.RangeTests::testEquals,0,Modified,12,5,0.4,0.002308437,15036,0,0,0.4
4,C_66_M_3,org.jfree.data.junit.RangeTests::testHashCode,0,New,7,5,0.2,0.001793156,15036,0,0,0.2
4,C_66_M_4,org.jfree.data.junit.RangeTests::testExpand,0,Modified,15,9,0.444444444,0.00482458,15047,0,0,0.444444444
4,C_66_M_5,org.jfree.data.junit.RangeTests::testShift,0,New,32,10,0.4,0.004779146,15050,0,0,0.4
4,C_66_M_6,org.jfree.data.junit.RangeTests::testScale,0,New,21,8,0.5,0.004871777,15044,0,0,0.5
4,C_66_M_7,org.jfree.data.junit.RangeTests::testSerialization,0,Modified,16,5,0.4,0.002308437,15036,0,0,0.4
4,C_67_M_1,org.jfree.data.junit.DefaultKeyedValueTests::testConstructor,0,New,13,6,0.5,0.001111383,15038,0,0,0.5
4,C_67_M_2,org.jfree.data.junit.DefaultKeyedValueTests::testSerialization,0,Modified,15,5,0.2,3.70E-04,15036,0,0,0.2
4,C_68_M_1,org.jfree.data.junit.DataUtilitiesTests::testCalculateColumnTotal2,0,New,16,15,0.733333333,0.018385305,15103,0.066666667,0,0.733333333
4,C_68_M_2,org.jfree.data.junit.DataUtilitiesTests::testCalculateRowTotal2,0,New,17,15,0.733333333,0.018385305,15103,0.066666667,0,0.733333333
