Version,TestID,TestName,Result,Status,ST,MC,BC,HD,ED,CMC,TM,IBC
1,C_8_M_29,com.google.javascript.jscomp.NameAnalyzerTest::testConditionallyDefinedFunction3,0,Modified,2,817,0.980416157,0.234261068,294967,0,0,0.980416157
1,C_8_M_3,com.google.javascript.jscomp.NameAnalyzerTest::testRemoveVarDeclaration3,0,New,2,793,0.982345523,0.227995748,289231,0,0,0.982345523
1,C_8_M_30,com.google.javascript.jscomp.NameAnalyzerTest::testAssignWithHook2a,0,New,2,778,0.979434447,0.226205596,285748,0,0,0.979434447
1,C_8_M_31,com.google.javascript.jscomp.NameAnalyzerTest::testAssignWithHook7,0,New,2,811,0.983970407,0.232367987,293505,0,0,0.983970407
1,C_8_M_32,com.google.javascript.jscomp.NameAnalyzerTest::testAssignWithHook8,0,New,2,817,0.977968176,0.23121998,294967,0,0,0.977968176
1,C_8_M_33,com.google.javascript.jscomp.NameAnalyzerTest::testAssignWithHook9,0,New,2,835,0.97245509,0.229566898,299557,0,0,0.97245509
1,C_8_M_34,com.google.javascript.jscomp.NameAnalyzerTest::testAssign1,0,New,2,767,0.981747066,0.226157755,283230,0,0,0.981747066
1,C_8_M_35,com.google.javascript.jscomp.NameAnalyzerTest::testAssign2,0,New,2,767,0.981747066,0.226157755,283230,0,0,0.981747066
1,C_8_M_36,com.google.javascript.jscomp.NameAnalyzerTest::testAssign3,0,New,2,742,0.982479784,0.222200552,277602,0,0,0.982479784
1,C_8_M_37,com.google.javascript.jscomp.NameAnalyzerTest::testAssign4,0,New,2,819,0.976800977,0.230442636,295459,0,0,0.976800977
1,C_8_M_38,com.google.javascript.jscomp.NameAnalyzerTest::testAssign5,0,New,2,767,0.981747066,0.226157755,283230,0,0,0.981747066
1,C_8_M_39,com.google.javascript.jscomp.NameAnalyzerTest::testNoRemoveWindowPropertyAlias4,0,New,2,768,0.983072917,0.225920863,283458,0,0,0.983072917
1,C_8_M_4,com.google.javascript.jscomp.NameAnalyzerTest::testRemoveVarDeclaration4,0,New,2,793,0.982345523,0.227995748,289231,0,0,0.982345523
1,C_8_M_40,com.google.javascript.jscomp.NameAnalyzerTest::testNoRemoveWindowPropertyAlias4a,0,New,2,759,0.9828722,0.226696751,281415,0,0,0.9828722
1,C_8_M_41,com.google.javascript.jscomp.NameAnalyzerTest::testNoRemoveWindowPropertyAlias5,0,New,2,750,0.982666667,0.227445038,279383,0,0,0.982666667
1,C_8_M_42,com.google.javascript.jscomp.NameAnalyzerTest::testNoRemoveWindowPropertyAlias5a,0,New,2,748,0.982620321,0.227482233,278936,0,0,0.982620321
1,C_8_M_43,com.google.javascript.jscomp.NameAnalyzerTest::testNoRemoveWindowPropertyAlias6,0,New,2,789,0.984790875,0.234121362,288299,0,0,0.984790875
1,C_8_M_44,com.google.javascript.jscomp.NameAnalyzerTest::testNoRemoveWindowPropertyAlias6a,0,New,2,785,0.984713376,0.234189908,287367,0,0,0.984713376
1,C_8_M_45,com.google.javascript.jscomp.NameAnalyzerTest::testNoRemoveWindowPropertyAlias7,0,New,2,796,0.983668342,0.23326581,289933,0,0,0.983668342
1,C_8_M_46,com.google.javascript.jscomp.NameAnalyzerTest::testNoRemoveWindowPropertyAlias7a,0,New,2,792,0.983585859,0.233331053,288998,0,0,0.983585859
1,C_8_M_47,com.google.javascript.jscomp.NameAnalyzerTest::testIssue838a,0,New,2,777,0.980694981,0.228375526,285518,0,0,0.980694981
1,C_8_M_48,com.google.javascript.jscomp.NameAnalyzerTest::testIssue838b,0,New,2,773,0.979301423,0.228517781,284598,0,0,0.979301423
1,C_8_M_49,com.google.javascript.jscomp.NameAnalyzerTest::testIssue874a,0,New,2,799,0.984981227,0.234294735,290637,0,0,0.984981227
1,C_8_M_5,com.google.javascript.jscomp.NameAnalyzerTest::testRemoveVarDeclaration5,0,New,2,793,0.982345523,0.227995748,289231,0,0,0.982345523
1,C_8_M_50,com.google.javascript.jscomp.NameAnalyzerTest::testIssue874b,0,New,2,806,0.983870968,0.232852523,292302,0,0,0.983870968
1,C_8_M_51,com.google.javascript.jscomp.NameAnalyzerTest::testIssue874c,0,New,2,803,0.98381071,0.232874724,291584,0,0,0.98381071
1,C_8_M_52,com.google.javascript.jscomp.NameAnalyzerTest::testIssue874d,0,New,2,805,0.983850932,0.233069297,292062,0,0,0.983850932
1,C_8_M_53,com.google.javascript.jscomp.NameAnalyzerTest::testIssue874e,0,New,2,808,0.981435644,0.232872575,292782,0,0,0.981435644
1,C_8_M_54,com.google.javascript.jscomp.NameAnalyzerTest::testBug6575051,0,New,2,781,0.982074264,0.229959559,286439,0,0,0.982074264
1,C_8_M_6,com.google.javascript.jscomp.NameAnalyzerTest::testRemoveVarDeclaration6,0,New,2,780,0.979487179,0.229240503,286208,0,0,0.979487179
1,C_8_M_7,com.google.javascript.jscomp.NameAnalyzerTest::testRemoveVarDeclaration7,0,New,2,726,0.979338843,0.225490529,274072,0,0,0.979338843
1,C_8_M_8,com.google.javascript.jscomp.NameAnalyzerTest::testRemoveVarDeclaration8,0,New,2,733,0.979536153,0.225029933,275613,0,0,0.979536153
1,C_8_M_9,com.google.javascript.jscomp.NameAnalyzerTest::testRemoveDeclaration1,0,New,2,733,0.979536153,0.225029933,275613,0,0,0.979536153
1,C_9_M_1,com.google.javascript.jscomp.parsing.JsDocInfoParserTest::testBadSuppress4,0,Modified,2,256,0.99609375,0.114380469,189261,0,0,0.99609375
1,C_9_M_2,com.google.javascript.jscomp.parsing.JsDocInfoParserTest::testBadModifies4,0,Modified,2,256,0.99609375,0.114403288,189261,0,0,0.99609375
2,C_1_M_1,com.google.javascript.jscomp.IntegrationTest::testConstructorCycle,0,New,4,57,0.929824561,0.031220155,159841,0,0,0.929824561
2,C_2_M_1,com.google.javascript.jscomp.TypeCheckTest::testBadInterfaceExtendsNonExistentInterfaces,1,New,4,12,1,0.021156722,155970,0,0,1
2,C_2_M_2,com.google.javascript.jscomp.TypeCheckTest::testParameterized5,0,New,2,12,1,0.021156722,155970,0,0,1
2,C_3_M_1,com.google.javascript.jscomp.parsing.JsDocInfoParserTest::testParseParametrizedType13,0,New,3,365,0.967123288,0.113108734,207337,0.002739726,0,0.967123288
2,C_4_M_1,com.google.javascript.rhino.jstype.ParameterizedTypeTest::testDifferentRawTypes,0,New,5,201,0.955223881,0.099641908,180452,0.004975124,0,0.955223881
3,C_1_M_1,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntaxTest::testNotCond,0,Modified,6,34,0.970588235,0.041612214,157006,0,0,0.970588235
3,C_1_M_2,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntaxTest::testFoldRegExpConstructor,0,Modified,22,29,0.965517241,0.046944366,156565,0,0,0.965517241
3,C_1_M_3,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntaxTest::testFoldLoopBreakLate,0,Modified,10,27,0.962962963,0.045156319,156411,0,0,0.962962963
3,C_1_M_4,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntaxTest::testFoldReturnResult,0,Modified,8,27,0.962962963,0.045156319,156411,0,0,0.962962963
3,C_1_M_5,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntaxTest::testSplitCommaExpressions,0,Modified,14,28,0.964285714,0.047301829,156482,0,0,0.964285714
3,C_1_M_6,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntaxTest::testComma1,0,Modified,6,27,0.962962963,0.045156319,156411,0,0,0.962962963
3,C_2_M_1,com.google.javascript.jscomp.FlowSensitiveInlineVariablesTest::testDoNotInlineCatchExpression1,1,New,2,25,0.96,0.028042314,156288,0,0,0.96
3,C_2_M_2,com.google.javascript.jscomp.FlowSensitiveInlineVariablesTest::testDoNotInlineCatchExpression1a,1,New,2,25,0.96,0.028042314,156288,0,0,0.96
3,C_2_M_3,com.google.javascript.jscomp.FlowSensitiveInlineVariablesTest::testDoNotInlineCatchExpression2,0,New,2,25,0.96,0.028042314,156288,0,0,0.96
3,C_2_M_4,com.google.javascript.jscomp.FlowSensitiveInlineVariablesTest::testDoNotInlineCatchExpression3,1,New,2,25,0.96,0.028042314,156288,0,0,0.96
3,C_3_M_1,com.google.javascript.jscomp.TypeCheckTest::testObjLitDef6,0,New,2,12,1,0.018057193,155895,0,0,1
3,C_3_M_2,com.google.javascript.jscomp.TypeCheckTest::testObjLitDef7,0,New,2,12,1,0.018057193,155895,0,0,1
3,C_3_M_3,com.google.javascript.jscomp.TypeCheckTest::testGetpropDict7,0,Modified,2,12,1,0.018057193,155895,0,0,1
3,C_4_M_1,com.google.javascript.jscomp.PeepholeFoldConstantsTest::testUnaryOps,0,Modified,30,27,1,0.048312217,156411,0,0,1
3,C_4_M_2,com.google.javascript.jscomp.PeepholeFoldConstantsTest::testFoldBitShifts,0,Modified,34,26,1,0.046224287,156342,0,0,1
3,C_4_M_3,com.google.javascript.jscomp.PeepholeFoldConstantsTest::testFoldGetElem,0,Modified,10,26,1,0.046229469,156342,0,0,1
4,C_1_M_1,com.google.debugging.sourcemap.Base64Test::testBase64EncodeInt,0,New,6,3,0.333333333,6.24E-05,152757,0,0,0.333333333
4,C_10_M_1,com.google.javascript.jscomp.parsing.ParserTest::testBracelessFunctionForbidden,0,Modified,2,204,0.975490196,0.104445962,177201,0.058823529,0,0.975490196
4,C_11_M_1,com.google.javascript.jscomp.parsing.JsDocInfoParserTest::testBadSuppress4,0,Modified,2,256,0.9921875,0.114659937,185148,0.046875,0,0.9921875
4,C_11_M_10,com.google.javascript.jscomp.parsing.JsDocInfoParserTest::testConstType,0,New,3,316,0.984177215,0.116706827,195019,0.037974684,0,0.984177215
4,C_11_M_11,com.google.javascript.jscomp.parsing.JsDocInfoParserTest::testStableIdGeneratorConflict,0,New,2,269,0.981412639,0.114064492,187263,0.048327138,0,0.981412639
4,C_11_M_2,com.google.javascript.jscomp.parsing.JsDocInfoParserTest::testBadModifies4,0,Modified,2,256,0.9921875,0.114683233,185148,0.046875,0,0.9921875
4,C_11_M_3,com.google.javascript.jscomp.parsing.JsDocInfoParserTest::testTypeTagConflict21,0,New,2,302,0.993377483,0.114934413,192695,0.039735099,0,0.993377483
4,C_11_M_4,com.google.javascript.jscomp.parsing.JsDocInfoParserTest::testTypeTagConflict22,0,New,2,308,0.980519481,0.113624244,193691,0.038961039,0,0.980519481
4,C_11_M_5,com.google.javascript.jscomp.parsing.JsDocInfoParserTest::testTypeTagConflict23,0,New,2,305,0.993442623,0.114829189,193193,0.039344262,0,0.993442623
4,C_11_M_6,com.google.javascript.jscomp.parsing.JsDocInfoParserTest::testTypeTagConflict24,0,New,2,309,0.993527508,0.114604065,193857,0.038834951,0,0.993527508
4,C_11_M_7,com.google.javascript.jscomp.parsing.JsDocInfoParserTest::testPrivateType,0,New,3,312,0.983974359,0.116932394,194355,0.038461538,0,0.983974359
4,C_11_M_8,com.google.javascript.jscomp.parsing.JsDocInfoParserTest::testProtectedType,0,New,3,312,0.983974359,0.116932394,194355,0.038461538,0,0.983974359
4,C_11_M_9,com.google.javascript.jscomp.parsing.JsDocInfoParserTest::testPublicType,0,New,3,312,0.983974359,0.116932394,194355,0.038461538,0,0.983974359
4,C_12_M_1,com.google.javascript.rhino.jstype.FunctionTypeTest::testSubtypeWithInterfaceThisType,0,Modified,5,193,0.989637306,0.102090071,175587,0.062176166,0,0.989637306
4,C_12_M_2,com.google.javascript.rhino.jstype.FunctionTypeTest::testCtorWithPrototypeSet,0,Modified,10,206,0.970873786,0.099156295,177497,0.087378641,0,0.970873786
4,C_12_M_3,com.google.javascript.rhino.jstype.FunctionTypeTest::testCallSignature1,0,New,3,214,0.981308411,0.10405392,178685,0.079439252,0,0.981308411
4,C_12_M_4,com.google.javascript.rhino.jstype.FunctionTypeTest::testCallSignature2,0,New,3,220,0.972727273,0.105077061,179580,0.081818182,0,0.972727273
4,C_12_M_5,com.google.javascript.rhino.jstype.FunctionTypeTest::testTemplatedFunctionDerivedFunctions,0,New,6,226,0.973451327,0.103137169,180488,0.079646018,0,0.973451327
4,C_13_M_1,com.google.javascript.rhino.jstype.ParameterizedTypeTest::testParameterizedType,0,Modified,14,199,0.949748744,0.100037825,176466,0.070351759,0,0.949748744
4,C_14_M_1,com.google.javascript.rhino.jstype.UnionTypeTest::testSpecialUnionCanAssignTo,0,Modified,19,190,0.994736842,0.101687517,175149,0.063157895,0,0.994736842
4,C_15_M_1,com.google.javascript.rhino.jstype.JSTypeTest::testUniversalConstructorType,0,Modified,113,356,0.926966292,0.089867545,201659,0.056179775,0,0.926966292
4,C_15_M_10,com.google.javascript.rhino.jstype.JSTypeTest::testNumberObjectType,0,Modified,94,368,0.904891304,0.089262578,203651,0.046195652,0,0.904891304
4,C_15_M_11,com.google.javascript.rhino.jstype.JSTypeTest::testNumberValueType,0,Modified,91,355,0.909859155,0.090489185,201493,0.047887324,0,0.909859155
4,C_15_M_12,com.google.javascript.rhino.jstype.JSTypeTest::testNullType,0,Modified,117,375,0.893333333,0.088334635,204813,0.048,0,0.893333333
4,C_15_M_13,com.google.javascript.rhino.jstype.JSTypeTest::testDateType,0,Modified,144,360,0.897222222,0.090162585,202323,0.047222222,0,0.897222222
4,C_15_M_14,com.google.javascript.rhino.jstype.JSTypeTest::testRegExpType,0,Modified,109,362,0.897790055,0.089997881,202655,0.046961326,0,0.897790055
4,C_15_M_15,com.google.javascript.rhino.jstype.JSTypeTest::testStringObjectType,0,Modified,107,346,0.904624277,0.088197213,199999,0.049132948,0,0.904624277
4,C_15_M_16,com.google.javascript.rhino.jstype.JSTypeTest::testStringValueType,0,Modified,86,335,0.913432836,0.088983462,198173,0.053731343,0,0.913432836
4,C_15_M_17,com.google.javascript.rhino.jstype.JSTypeTest::testRecordType,0,Modified,51,318,0.943396226,0.09079838,195351,0.059748428,0,0.943396226
4,C_15_M_18,com.google.javascript.rhino.jstype.JSTypeTest::testFunctionInstanceType,0,Modified,56,330,0.933333333,0.092670077,197343,0.063636364,0,0.933333333
4,C_15_M_19,com.google.javascript.rhino.jstype.JSTypeTest::testFunctionType,0,Modified,53,334,0.928143713,0.092201199,198007,0.065868263,0,0.928143713
4,C_15_M_2,com.google.javascript.rhino.jstype.JSTypeTest::testNoObjectType,0,Modified,112,330,0.9,0.089236614,197343,0.054545455,0,0.9
4,C_15_M_20,com.google.javascript.rhino.jstype.JSTypeTest::testVoidType,0,Modified,37,297,0.949494949,0.093032679,191868,0.060606061,0,0.949494949
4,C_15_M_21,com.google.javascript.rhino.jstype.JSTypeTest::testBooleanValueType,0,Modified,78,331,0.918429003,0.089334402,197509,0.051359517,0,0.918429003
4,C_15_M_22,com.google.javascript.rhino.jstype.JSTypeTest::testBooleanObjectType,0,Modified,76,333,0.918918919,0.089192699,197841,0.051051051,0,0.918918919
4,C_15_M_23,com.google.javascript.rhino.jstype.JSTypeTest::testEnumType,0,Modified,77,341,0.909090909,0.08831522,199169,0.049853372,0,0.909090909
4,C_15_M_24,com.google.javascript.rhino.jstype.JSTypeTest::testEnumElementType,0,Modified,76,344,0.880813953,0.087821332,199667,0.049418605,0,0.880813953
4,C_15_M_25,com.google.javascript.rhino.jstype.JSTypeTest::testObjectType,0,Modified,31,306,0.931372549,0.091766428,193359,0.055555556,0,0.931372549
4,C_15_M_26,com.google.javascript.rhino.jstype.JSTypeTest::testGoogBar,0,Modified,16,303,0.940594059,0.0958355,192861,0.056105611,0,0.940594059
4,C_15_M_27,com.google.javascript.rhino.jstype.JSTypeTest::testNamedGoogBar,0,Modified,21,283,0.957597173,0.094618175,189559,0.06360424,0,0.957597173
4,C_15_M_28,com.google.javascript.rhino.jstype.JSTypeTest::testNamedSubtypeChain,0,Modified,3,315,0.917460317,0.090589533,194853,0.076190476,0,0.917460317
4,C_15_M_29,com.google.javascript.rhino.jstype.JSTypeTest::testParameterizedArrayChain,0,New,7,311,0.900321543,0.090964486,194189,0.080385852,0,0.900321543
4,C_15_M_3,com.google.javascript.rhino.jstype.JSTypeTest::testNoType,0,Modified,109,325,0.898461538,0.089577021,196513,0.055384615,0,0.898461538
4,C_15_M_30,com.google.javascript.rhino.jstype.JSTypeTest::testParameterizedArrayChain2,0,New,8,306,0.89869281,0.091322317,193359,0.081699346,0,0.89869281
4,C_15_M_31,com.google.javascript.rhino.jstype.JSTypeTest::testParameterizedObjectChain,0,New,7,311,0.900321543,0.090964486,194189,0.080385852,0,0.900321543
4,C_15_M_32,com.google.javascript.rhino.jstype.JSTypeTest::testMixedParameterizedTypeChain,0,New,8,311,0.900321543,0.090964486,194189,0.080385852,0,0.900321543
4,C_15_M_33,com.google.javascript.rhino.jstype.JSTypeTest::testParameterizedTypeSubtypes,0,New,18,284,0.964788732,0.094513761,189723,0.070422535,0,0.964788732
4,C_15_M_34,com.google.javascript.rhino.jstype.JSTypeTest::testParameterizedTypeRelations,0,New,21,292,0.955479452,0.093662394,191043,0.071917808,0,0.955479452
4,C_15_M_35,com.google.javascript.rhino.jstype.JSTypeTest::testCanCastTo,0,New,38,286,0.940559441,0.094306804,190053,0.094405594,0,0.940559441
4,C_15_M_4,com.google.javascript.rhino.jstype.JSTypeTest::testNoResolvedType,0,Modified,114,339,0.887905605,0.088277298,198837,0.05899705,0,0.887905605
4,C_15_M_5,com.google.javascript.rhino.jstype.JSTypeTest::testArrayType,0,Modified,113,383,0.898172324,0.087913098,206141,0.057441253,0,0.898172324
4,C_15_M_6,com.google.javascript.rhino.jstype.JSTypeTest::testUnknownType,0,Modified,76,333,0.915915916,0.089435254,197841,0.06006006,0,0.915915916
4,C_15_M_7,com.google.javascript.rhino.jstype.JSTypeTest::testCheckedUnknownType,0,New,8,282,0.946808511,0.094817451,189395,0.070921986,0,0.946808511
4,C_15_M_8,com.google.javascript.rhino.jstype.JSTypeTest::testAllType,0,Modified,92,333,0.915915916,0.089513474,197841,0.051051051,0,0.915915916
4,C_15_M_9,com.google.javascript.rhino.jstype.JSTypeTest::testTheObjectType,0,Modified,110,365,0.915068493,0.086525711,203153,0.049315068,0,0.915068493
4,C_2_M_1,com.google.javascript.jscomp.NodeUtilTest::testIsNaN,0,New,8,257,0.992217899,0.120235523,185310,0.007782101,0,0.992217899
4,C_3_M_1,com.google.javascript.jscomp.CommandLineRunnerTest::testTypeParsingOffByDefault,0,Modified,2,1726,0.963499421,0.14354496,579198,0.007531866,0,0.963499421
4,C_3_M_2,com.google.javascript.jscomp.CommandLineRunnerTest::testTypeParsingOnWithVerbose,0,Modified,4,2186,0.960658737,0.129983718,732310,0.018298262,0,0.960658737
4,C_3_M_3,com.google.javascript.jscomp.CommandLineRunnerTest::testOutputSameAsInput,0,New,3,1455,0.964261168,0.147623434,490120,0.008247423,0,0.964261168
4,C_4_M_1,com.google.javascript.jscomp.ReplaceIdGeneratorsTest::testSimpleStable,0,New,3,631,0.958795563,0.231943748,249079,0.025356577,0,0.958795563
4,C_4_M_2,com.google.javascript.jscomp.ReplaceIdGeneratorsTest::testVar,0,Modified,3,642,0.950155763,0.231632046,251191,0.024922118,0,0.950155763
4,C_4_M_3,com.google.javascript.jscomp.ReplaceIdGeneratorsTest::testObjLit,0,Modified,3,649,0.950693374,0.228276911,252536,0.024653313,0,0.950693374
4,C_4_M_4,com.google.javascript.jscomp.ReplaceIdGeneratorsTest::testMixedGenerators,0,New,2,645,0.948837209,0.232096668,251767,0.024806202,0,0.948837209
4,C_4_M_5,com.google.javascript.jscomp.ReplaceIdGeneratorsTest::testConditionalCall,0,Modified,4,675,0.948148148,0.228627774,257575,0.023703704,0,0.948148148
4,C_4_M_6,com.google.javascript.jscomp.ReplaceIdGeneratorsTest::testConflictingIdGenerator,0,Modified,5,670,0.953731343,0.228011989,256600,0.023880597,0,0.953731343
4,C_5_M_1,com.google.javascript.jscomp.CheckSuspiciousCodeTest::test,0,New,2,7,1,0.007586055,152769,0,0,1
4,C_5_M_2,com.google.javascript.jscomp.CheckSuspiciousCodeTest::testSuspiciousSemi,0,New,22,572,0.973776224,0.226827452,238113,0.027972028,0,0.973776224
4,C_5_M_3,com.google.javascript.jscomp.CheckSuspiciousCodeTest::testComparison1,0,New,9,517,0.974854932,0.22776188,228605,0.030947776,0,0.974854932
4,C_5_M_4,com.google.javascript.jscomp.CheckSuspiciousCodeTest::testComparison2,0,New,9,517,0.974854932,0.22776188,228605,0.030947776,0,0.974854932
4,C_5_M_5,com.google.javascript.jscomp.CheckSuspiciousCodeTest::testComparison3,0,New,9,529,0.975425331,0.228592258,230657,0.030245747,0,0.975425331
4,C_5_M_6,com.google.javascript.jscomp.CheckSuspiciousCodeTest::testComparison4,0,New,9,529,0.975425331,0.228592258,230657,0.030245747,0,0.975425331
4,C_6_M_1,com.google.javascript.jscomp.CodePrinterTest::testPrint,0,Modified,125,359,0.974930362,0.144014173,202157,0.016713092,0,0.974930362
4,C_6_M_2,com.google.javascript.jscomp.CodePrinterTest::testBreakTrustedStrings,0,New,10,233,0.969957082,0.131360622,181553,0.030042918,0,0.969957082
